Firm Name,CRD Number,SEC Registration Type,Custodian,Has Proprietary Funds,ADV URL,IAPD Profile URL,FilingDate,Notes
QUORUS INC.,323161,STATE,,,,,3/28/2025,
VENTURESOUTH FUNDS,310092,STATE,,,,,2/14/2024,
"CERES FINANCIAL GROUP, INC.",129086,STATE,,,,,3/6/2025,
DEKRYPT CAPITAL LLC,291879,STATE,,,,,3/28/2025,
BITBULL CAPITAL MANAGEMENT LLC,319730,STATE,,,,,2/14/2024,
ALLY BUSINESS & WEALTH,310517,STATE,,,,,1/7/2021,
SWVP FUND XXII GP LLC,321848,STATE,,,,,3/28/2025,
AL LOCY FINANCIAL SERVICES LLC,135869,STATE,,,,,2/14/2024,
O'DONOGHUE INSURANCE AGENCY INC.,149175,STATE,,,,,8/3/2023,
BLAMEUSER ASSET MANAGEMENT,137149,STATE,,,,,9/23/2011,
"SITMAN, FREED & CO. LLP",139541,STATE,,,,,9/26/2011,
FIVE DIMENSIONS INVESTMENT MANAGEMENT,318979,STATE,,,,,4/1/2024,
AF ASSET MANAGEMENT,159167,STATE,,,,,3/25/2025,
BAKOS INVESTMENT MANAGEMENT,130351,STATE,,,,,3/25/2025,
INTENTIONAL CAPITAL LLC,269904,STATE,,,,,3/13/2022,
"KICKPOINT FINANCIAL, LLC",300423,STATE,,,,,3/25/2025,
STEEPLECHASE INVESTMENTS,123295,STATE,,,,,3/11/2015,
THOMAS JONES FINANCIAL LLC,124114,STATE,,,,,5/15/2023,
"RETIREMENT CONSULTANTS, INC.",300343,STATE,,,,,2/12/2024,
RENUAA RISK MANAGEMENT ADVISORS,318084,STATE,,,,,1/20/2022,
DARBY WEALTH PLANNING LLC,300291,STATE,,,,,3/25/2025,
"MAXIAM CAPITAL, LLC",318418,STATE,,,,,3/6/2025,
2ND STORY WEALTH PLANNERS,325409,STATE,,,,,3/6/2025,
"ECKMAN WEALTH MANAGEMENT, LLC",159934,STATE,,,,,3/6/2025,
"SUCCESSFUL WEALTH STRATEGIES, LLC",286563,STATE,,,,,3/26/2025,
FIAT LUX FINANCIAL PLANNING,329391,STATE,,,,,3/6/2025,
"CLEAR NET WORTH, L.L.C.",154555,STATE,,,,,3/6/2025,
"ELPIS CAPITAL GROUP, LLC",175494,STATE,,,,,3/26/2025,
EYSTRA CAPITAL,309903,STATE,,,,,6/27/2021,
FLUENT VENTURES MANAGEMENT LLC,331799,STATE,,,,,3/26/2025,
MOK CAPITAL MANAGEMENT,110182,STATE,,,,,3/26/2025,
VCM WEALTH,149307,STATE,,,,,3/13/2025,
FVS FINANCIAL,117340,STATE,,,,,7/29/2024,
UBERFUND CAPITAL ADVISORS LLC,324751,STATE,,,,,4/20/2023,
"MANITOU CAPITAL MANAGEMENT, INC.",39991,STATE,,,,,4/20/2023,
"ST. CROIX ADVISORS, LLC",159000,STATE,,,,,3/13/2025,
RELIANCE FINANCIAL ADVISORS,121482,STATE,,,,,3/26/2025,
ELDON REESE ADVISORY GROUP,322069,STATE,,,,,3/12/2025,
"ASPEN ALPHA ADVISORS, LLC",324611,STATE,,,,,3/29/2024,
"VECTOR VC, LLC",322171,STATE,,,,,3/12/2025,
AI2 INCUBATOR,324195,STATE,,,,,3/31/2025,
"GOODPAPER VENTURES, LLC",317046,STATE,,,,,2/13/2024,
"BLUE AMBER INVESTMENTS, LLC",331716,STATE,,,,,3/31/2025,
"COACHWORK PARTNERS, INC.",285931,STATE,,,,,3/31/2025,
"WADA CAPITAL MANAGEMENT, LLC",143634,STATE,,,,,3/13/2025,
"PREMIER WEALTH MANAGEMENT, LLC",137856,STATE,,,,,10/26/2023,
"ROTHMAN INVESTMENT MANAGEMENT, LLC",173139,STATE,,,,,3/13/2025,
"WHITESPACE FINANCIAL, LLC",149069,STATE,,,,,3/31/2025,
BOTAMER FINANCIAL,124077,STATE,,,,,3/31/2025,
UNLOCK INVESTMENTS,327987,STATE,,,,,3/31/2025,
PLANIT FINANCIAL LLC,293533,STATE,,,,,3/13/2025,
"OAKSTONE FINANCIAL MANAGEMENT, LLC",299749,STATE,,,,,3/13/2025,
ISAKOV PLANNING GROUP INC.,153685,STATE,,,,,3/31/2025,
RIVERVIEW CAPITAL MANAGEMENT,149195,STATE,,,,,3/13/2025,
PATTEN WEALTH ADVISORS,331843,STATE,,,,,7/26/2024,
CEDAR PEAK WEALTH ADVISORS,317246,STATE,,,,,3/7/2025,
"VISIONARY PLANNING & INVESTMENT, LLC",287739,STATE,,,,,3/31/2025,
NESHAMINY CREEK ADVISORS,291848,STATE,,,,,3/31/2025,
OPTIMIST CAPITAL,292023,STATE,,,,,3/7/2025,
LIFELONG INVESTSMENTS,129306,STATE,,,,,3/21/2023,
"NISIOTIS, MICHAEL",311793,STATE,,,,,3/31/2025,
ORACLE FINANCIAL GROUP,136750,STATE,,,,,6/24/2021,
"ANOS CAPITAL, L.L.C.",284714,STATE,,,,,3/7/2025,
EAGLE TALON PARTNERS,311982,STATE,,,,,3/31/2025,
RLS WEALTH,257786,STATE,,,,,3/31/2025,
"LO, MING",152743,STATE,,,,,4/1/2024,
AMORETTI WOLLMAN CAPITAL MANAGEMENT,315111,STATE,,,,,2/27/2025,
"SOCOTRA CAPITAL, INC.",283432,STATE,,,,,2/13/2023,
"LIFELONG INVESTMENT SOLUTIONS, LLC",141035,STATE,,,,,3/4/2020,
GRANITE CHIEF,312771,STATE,,,,,3/3/2021,
HUTCHISON INVESTMENT ADVISORS,116090,STATE,,,,,7/29/2024,
NO COAST FINANCIAL GROUP,324971,STATE,,,,,2/27/2025,
KINETIC PATHWAYS COMPANY,331950,STATE,,,,,2/27/2025,
VC CAPITAL MANAGEMENT LLC,331537,STATE,,,,,7/29/2024,
"FAULKNER FINANCIAL PLANNING, LLC",166337,STATE,,,,,2/27/2025,
LYNCHBURG WEALTH MANAGEMENT,284344,STATE,,,,,3/28/2025,
ABSILIO PARTNERS LLC,330472,STATE,,,,,3/4/2024,
"DRAGONX CAPITAL, LLC",318993,STATE,,,,,3/13/2025,
"KELLY & ASSOCIATES, LLC",123466,STATE,,,,,3/28/2025,
"ORANGE CAPITAL MANAGEMENT, INC.",137019,STATE,,,,,3/28/2025,
"THE HOLLAND GROUP, INC.",135294,STATE,,,,,3/13/2025,
CEDAR RIDGE GP LLC,328379,STATE,,,,,10/6/2023,
3G CAPITAL LLC,298280,STATE,,,,,7/2/2020,
WORLD FINANCIAL ASSETS ADVISORY,122363,STATE,,,,,3/24/2011,
CELTIC CAPITAL CORPORATION,116707,STATE,,,,,3/27/2025,
"LIGHTHOUSE CAPITAL, LLC",147497,STATE,,,,,4/17/2024,
"MAINE CENTER FOR WEALTH MANAGEMENT, LLC",173884,STATE,,,,,3/27/2025,
"JOEL SMITH & ASSOCIATES, LLC",139972,STATE,,,,,3/27/2025,
HUSSMEN FINANCIAL,148127,STATE,,,,,3/27/2025,
"MONEY GRADS, LLC",299498,STATE,,,,,3/19/2019,
PRAIRIE CREST CAPITAL,290269,STATE,,,,,11/19/2018,
APPLEBY ADVISORY LLC,281415,STATE,,,,,9/24/2015,
"STONEBASIN CAPITAL MANAGEMENT, INC.",143383,STATE,,,,,3/13/2007,
"PATH WEALTH MANAGEMENT, LLC",289359,STATE,,,,,3/26/2019,
"SOUTHEAST INVESTMENTS, N.C., INC.",43035,STATE,,,,,3/27/2020,
S & P WEALTH PLANNING LLC,129468,STATE,,,,,11/14/2014,
BENSON ADVISORY SERVICES & ASSET MANAGEMENT,123464,STATE,,,,,8/25/2008,
"THE SYNDICATE GROUP, INC.",298881,STATE,,,,,3/28/2024,
"ROAD MAPS FINANCIAL GROUP, LLC",156259,STATE,,,,,6/10/2024,
"AGSM VENTURES, LLC",284204,STATE,,,,,3/25/2017,
"HOMMEL WEALTH MANAGEMENT, INC.",277166,STATE,,,,,2/11/2022,
ORCHARD FINANCIAL,300320,STATE,,,,,3/31/2025,
KINDER FINANCIAL SERVICES,156805,STATE,,,,,8/31/2024,
BIRDIE RETIREMENT PLANNING,326610,STATE,,,,,8/31/2024,
"LEAP FORWARD VENTURES, LLC",326416,STATE,,,,,3/13/2025,
"ALISTAIR CAPITAL MANAGEMENT, L.L.C.",150037,STATE,,,,,3/27/2018,
DAWSON INVESTMENT MANAGEMENT,312098,STATE,,,,,3/12/2025,
KUAHIWI MANAGEMENT LLC,334146,STATE,,,,,3/13/2025,
"MACRO WEALTH MANAGEMENT, INC.",143382,STATE,,,,,3/13/2025,
IMAGINE FINANCIAL SECURITY LLC,311694,STATE,,,,,3/13/2025,
"AMPLIFY.LA MANAGEMENT, L.L.C.",310172,STATE,,,,,3/13/2025,
"IPOSHARKS VENTURE MASTER FUND, LLC",328953,STATE,,,,,10/30/2023,
"AMSYS CAPITAL, LLC",297974,STATE,,,,,3/30/2019,
LONGWAVE FINANCIAL LLC,166696,STATE,,,,,3/17/2025,
"TERRA GLOBAL INVESTMENT MANAGEMENT, LLC",316181,STATE,,,,,3/17/2025,
"TREE CITY INVESTMENTS, INC.",141279,STATE,,,,,3/17/2025,
MAXWELL INVESTMENT ADVISORY SERVICES,104922,STATE,,,,,3/17/2025,
"AUSTEC WEALTH MANAGEMENT, LLC",173741,STATE,,,,,3/17/2025,
FOXGLOVE FINANCIAL,318971,STATE,,,,,3/17/2025,
"TANDEM VIEWS INVESTMENT SERVICES, LLC",281611,STATE,,,,,3/17/2025,
BRYN MAWR WEALTH MANAGEMENT LLC,146500,STATE,,,,,3/16/2025,
"WAVE FUNCTION VENTURES FUND MANAGEMENT, LLC",333165,STATE,,,,,3/16/2025,
"HARBOR POINT CAPITAL MANAGEMENT, LLC",153753,STATE,,,,,3/16/2025,
SIBIR INVESTMENT ADVISORS,296881,STATE,,,,,3/16/2025,
"ASSEMBLY CAPITAL, LLC",297014,STATE,,,,,5/16/2018,
"JCG ADVISORY GROUP, LLC",283746,STATE,,,,,3/25/2025,
"KOBRE HOLDINGS, LLC",317710,STATE,,,,,3/25/2025,
"CENTERPOINT FINANCIAL, INC.",171610,STATE,,,,,3/25/2025,
"INNOVATIVE FINANCIAL SOLUTIONS, INC.",289906,STATE,,,,,3/25/2025,
"WELLINGTON CAPITAL ADVISORS, LLC",282696,STATE,,,,,3/28/2025,
"GUERNSEY FINANCIAL, LLC",299037,STATE,,,,,3/28/2025,
"SOUTH CAROLINA WEALTH MANAGEMENT GROUP, LLC",169311,STATE,,,,,3/28/2025,
"GABLES INVESTMENT MANAGEMENT, LLC",329581,STATE,,,,,3/28/2025,
DESSONVILLE FINANCIAL GROUP INCORPORATED,118132,STATE,,,,,3/26/2025,
LYONS ASSET MANAGEMENT,128509,STATE,,,,,9/18/2023,
"ABG FINANCIAL SERVICES, INC.",170225,STATE,,,,,2/26/2025,
STEVEN AYERS & COMPANY,122443,STATE,,,,,2/26/2025,
FAMILY FIRST FINANCIAL PLANNING,131254,STATE,,,,,3/26/2025,
SUGAR CREEK CONSULTING,288187,STATE,,,,,2/26/2025,
FINPOWERED FEMALE LLC,318108,STATE,,,,,1/3/2022,
CROSSROADS ASSET MANAGEMENT LLC,145951,STATE,,,,,2/26/2025,
"SADDLE RIVER CAPITAL MANAGEMENT, LLC",128909,STATE,,,,,3/26/2025,
JB ADVISORY LLC,329296,STATE,,,,,12/21/2023,
"ARKIN FINANCIAL ADVISORS, LLC",166313,STATE,,,,,3/7/2025,
"ARD ADVISORY SERVICES, LLC",318653,STATE,,,,,3/7/2025,
DOLPHIN FINANCIAL GROUP,170160,STATE,,,,,2/27/2025,
"REED CAPITAL MANAGEMENT, LLC",171162,STATE,,,,,2/27/2025,
EGO DEATH CAPITAL MANAGEMENT LLC,323367,STATE,,,,,3/6/2024,
"CBS FUNDING, INC.",158408,STATE,,,,,2/27/2025,
"SOUND INVESTMENT MANAGEMENT, LLC",299859,STATE,,,,,2/27/2025,
"KOURY CAPITAL MANAGEMENT, LLC",142477,STATE,,,,,2/27/2025,
BAINBRIDGE INVESTMENT ADVISORS LLC,131040,STATE,,,,,1/9/2025,
HOULIHAN ASSET MANAGEMENT LLC,121586,STATE,,,,,1/9/2025,
LENS INVESTMENTS,166901,STATE,,,,,2/27/2025,
GREMLER FINANCIAL CORP,116220,STATE,,,,,1/26/2022,
"ANTONIO ANDRADE, CFP",136312,STATE,,,,,3/27/2025,
KIRK INVESTMENT ADVISORS LLC,170612,STATE,,,,,2/27/2025,
"DUX CAPITAL MANAGEMENT US, LLC",329220,STATE,,,,,4/29/2024,
"GOLDEN ANGELS INVESTORS, LLC",292447,STATE,,,,,3/6/2025,
"ABUNDA FINANCIAL, LLC",120177,STATE,,,,,3/28/2025,
TQM WEALTH PARTNERS,282979,STATE,,,,,2/5/2025,
"BAZTEC CAPITAL, LLC",285667,STATE,,,,,3/22/2022,
"HOOK FINANCIAL SERVICES, LLC",133805,STATE,,,,,2/5/2025,
THE BUTTERFIELD GROUP LLC,312852,STATE,,,,,3/6/2025,
"HOFFMAN & ASSOCIATES FINANCIAL AND ESTATE ADVISORS, INC.",134563,STATE,,,,,3/6/2025,
"BLUERING ADVISORS, INC",316034,STATE,,,,,3/6/2025,
DREAMERS MANAGEMENT LLC,299919,STATE,,,,,3/6/2025,
"ALLEVID, INC.",310745,STATE,,,,,9/23/2024,
"FAITH FINANCIAL ADVISORS, INC.",167822,STATE,,,,,3/6/2025,
"RIVAL CAPITAL MANAGEMENT, LLC",332898,STATE,,,,,3/6/2025,
"CARDENAS ASSET MANAGEMENT, LLC",114943,STATE,,,,,3/6/2025,
W. V. LEGG FINANCIAL MANAGEMENT LLC,165372,STATE,,,,,1/30/2025,
"HOSKINS FINANCIAL, LLC",319452,STATE,,,,,1/30/2025,
CASSANDRA SMALLEY WEALTH MANAGEMENT,323176,STATE,,,,,1/29/2025,
FORTIS WEALTH MANAGEMENT,268808,STATE,,,,,3/26/2025,
KATZ CAPITAL ADVISORS,334834,STATE,,,,,1/29/2025,
"FINANCIAL BENEFITS, INC",114407,STATE,,,,,3/17/2025,
PINNACLE STREAM CAPITAL LLC,323426,STATE,,,,,1/29/2025,
LAMOND CAPITAL PARTNERS LLC,161397,STATE,,,,,3/4/2016,
INEVITABLE OUTCOMES,310838,STATE,,,,,3/17/2025,
"SHERMAN, YOUNG & LEAVITT, LLC",152955,STATE,,,,,3/17/2025,
EGO DEATH FINANCIAL LLC,335569,STATE,,,,,3/17/2025,
"HCP WEALTH PLANNING, LLC",298864,STATE,,,,,3/17/2025,
W BRADLEY WEALTH MANAGEMENT LLC,333063,STATE,,,,,3/17/2025,
CORE PARTNERS,300771,STATE,,,,,3/17/2025,
CHRISTIANSEN ASSET MANAGEMENT LLC,111280,STATE,,,,,3/14/2024,
KALAJ CAPITAL,329379,STATE,,,,,3/16/2025,
"WATERFORD FINANCIAL MANAGEMENT, LLC",143810,STATE,,,,,3/16/2025,
"UPSTATE FINANCIAL PLANNING, LLC",321092,STATE,,,,,3/16/2025,
WEST FINANCIAL PLANNING,147138,STATE,,,,,2/17/2025,
"ESSENTIAL ASSET MANAGEMENT, LLC",158817,STATE,,,,,2/17/2025,
SMARTGATEVC,309584,STATE,,,,,4/1/2025,
CRESCENT CITY RETIREMENT GROUP,146666,STATE,,,,,2/17/2025,
PROVIDENT LIVING FINANCIAL SERVICES,282665,STATE,,,,,4/1/2025,
"HILLSTAR CAPITAL, LLC",282077,STATE,,,,,11/4/2015,
AMERICAN FAMILY LEGACY GROUP,154050,STATE,,,,,4/1/2025,
POTTER ADVISORS LLC,165126,STATE,,,,,10/31/2023,
"GIFFIN PLANNING SERVICES, INC.",226534,STATE,,,,,3/25/2025,
"HALO CAPITAL MANAGEMENT, LLC",154898,STATE,,,,,3/25/2025,
"401 ADVISOR, LLC",126428,STATE,,,,,2/17/2025,
STEELE ASSET MANAGEMENT,128806,STATE,,,,,3/25/2025,
ROUND HILL CH SPV MANAGER LLC,330131,STATE,,,,,3/25/2025,
"M FINANCIAL PLANNING SERVICES, INC",121207,STATE,,,,,4/11/2025,
SHELTERED GARDEN FINANCIAL GROUP LLC,335217,STATE,,,,,4/11/2025,
SM CARLTON ADVISORY,310381,STATE,,,,,5/13/2022,
"JORDAN CAPITAL AM, LLC",149243,STATE,,,,,3/26/2024,
"RWC WEALTH MANAGEMENT, INC.",165217,STATE,,,,,4/11/2025,
TALENT CAPITAL MANAGEMENT LLC,175229,STATE,,,,,2/26/2015,
KINEO CAPITAL LLC,315019,STATE,,,,,4/11/2025,
SMITH STREET CAPITAL,149161,STATE,,,,,3/16/2015,
ARGENTA WEALTH MANAGEMENT,110884,STATE,,,,,3/7/2025,
TEACHER WEALTH,309400,STATE,,,,,3/7/2025,
LAB PROPTECH GP LLC,314389,STATE,,,,,3/7/2025,
RECKER FINANCIAL LLC,298520,STATE,,,,,3/7/2025,
SPRINGTIME VENTURES LLC,296910,STATE,,,,,9/12/2018,
RAIN CAPITAL,334483,STATE,,,,,3/7/2025,
"TURNING POINT ANALYTICS, LLC",166287,STATE,,,,,8/4/2023,
INNOVATIVE DIGITAL INVESTORS LLC,305998,STATE,,,,,3/14/2024,
NEGRON-RAMOS LLC,332437,STATE,,,,,3/27/2025,
CLEVELAND RESEARCH COMPANY LLC,142230,STATE,,,,,3/27/2025,
FINANCIAL DESTINY LLC,127030,STATE,,,,,3/29/2024,
PEXFIN,326910,STATE,,,,,6/21/2023,
LEE MILES LLC,170776,STATE,,,,,2/26/2025,
GUPTA PARTNERSHIP,297012,STATE,,,,,3/27/2025,
"PARAMOUNT ACCOUNTING & TAX SERVICES, INC.",171544,STATE,,,,,2/26/2025,
AETOLIA CAPITAL LLC,288624,STATE,,,,,2/26/2025,
KILLINGTON INVESTMENTS MANAGEMENT,333403,STATE,,,,,2/26/2025,
LEGATUM SERVICES LLC,316299,STATE,,,,,2/26/2025,
CRYSTAL CAPITAL MANAGEMENT CORPORATION,124599,STATE,,,,,3/27/2025,
"FARRAR WEALTH MANAGEMENT, LLC",290486,STATE,,,,,2/26/2025,
BTC CAPITAL PARTNERS,159654,STATE,,,,,5/25/2016,
"NEXT LEVEL WEALTH MANAGEMENT, LLC",296982,STATE,,,,,3/27/2025,
"FRANKLIN TREND INVESTMENT MANAGEMENT, LLC",282977,STATE,,,,,3/27/2025,
FIREFLY WEALTH MANAGEMENT,331225,STATE,,,,,5/9/2025,
FOCUS POINT CAPITAL LLC,155819,STATE,,,,,3/27/2025,
"FLEMING WEALTH MANAGEMENT, LLC",133557,STATE,,,,,1/30/2025,
"WINSTON PAUL CAPITAL MANAGEMENT, INC.",326893,STATE,,,,,5/9/2025,
ICEBRIDGE FINANCIAL GROUP,323346,STATE,,,,,3/27/2025,
"ROWE CONSULTING GROUP, LLC",155611,STATE,,,,,1/30/2025,
18 WEST CAPITAL PARTNERS LLC,330697,STATE,,,,,3/27/2025,
"ISLER WEALTH MANAGEMENT, LLC",285831,STATE,,,,,1/30/2025,
CHINESE ABRAHAM INVESTMENT ADVISORS LLC,132170,STATE,,,,,5/9/2025,
"MONADNOCK RETIREMENT SOLUTIONS, LLC",305198,STATE,,,,,1/30/2025,
"CENTIMILLIONAIRE ADVISORS, LLC",299484,STATE,,,,,9/12/2024,
BALLAST WEALTH LLC,318991,STATE,,,,,4/4/2024,
OLIVER FINANCIAL PLANNING LLC,135430,STATE,,,,,1/30/2025,
"MANOR ROAD CAPITAL PARTNERS, LLC",165485,STATE,,,,,8/29/2024,
NATURAL BRIDGES FINANCIAL ADVISORS,148056,STATE,,,,,5/7/2025,
VERTICAL FLANK LLC,162849,STATE,,,,,4/4/2024,
"AQUINAS ADVISORS, LLC",114460,STATE,,,,,3/17/2025,
"ROCK STEADY WEALTH, INC.",226639,STATE,,,,,5/8/2025,
"DAVID RHODES CANNON, C.P.A., LLC",327314,STATE,,,,,3/17/2025,
"PILLAR6 ADVISORS, LLC",154097,STATE,,,,,3/17/2025,
GLOBAL WEALTH ADVISORS,147800,STATE,,,,,3/17/2025,
"CALABASH ASSET MANAGEMENT, LLC",287793,STATE,,,,,3/31/2025,
"BOWLINE FINANCIAL, LLC",310255,STATE,,,,,3/31/2025,
SHEPHERD ADVISOR,328734,STATE,,,,,7/12/2024,
MONEY ON THE MIND,322277,STATE,,,,,3/31/2025,
DUBOIS CAPITAL MANAGEMENT LLC,327589,STATE,,,,,3/28/2025,
IDLE HILL ADVISORS LLC,317040,STATE,,,,,3/28/2025,
GROWTH VISION ASSET MANAGEMENT LLC,168010,STATE,,,,,8/5/2024,
1ST FINANCIAL LLC,159015,STATE,,,,,3/28/2025,
"THE ET GENERAL PARTNER ENTITY, LLC",318864,STATE,,,,,4/1/2022,
MULLOOLY WEALTH PLANNING LLC,324792,STATE,,,,,3/31/2025,
MOSHER FINANCIAL ADVISORS LLC,291088,STATE,,,,,3/31/2025,
"PRIDE OF THE WEST FINANCIAL, LLC",331990,STATE,,,,,9/10/2024,
"CERNER CAPITAL MANAGEMENT, LLC",125160,STATE,,,,,3/31/2025,
EMERALD HAVEN INVESTMENTS CORP,156522,STATE,,,,,3/31/2025,
CLARK NUBER WEALTH MANAGEMENT,118159,STATE,,,,,3/31/2025,
"P6835 CAPITAL V, LLC",331213,STATE,,,,,3/31/2025,
"MVH CAPITAL MANAGEMENT, LLC",325739,STATE,,,,,3/14/2023,
"BAG VENTURES, LLC",333079,STATE,,,,,4/25/2025,
"STAMOS AND STAMOS, CERTIFIED PUBLIC ACCOUNTANTS, INC.",329926,STATE,,,,,4/25/2025,
OROGEN CAPITAL MANAGEMENT LLC,169575,STATE,,,,,3/30/2016,
LAKE HIGHLANDS CAPITAL MANAGEMENT,304452,STATE,,,,,1/31/2021,
"LSAF MANAGEMENT, LLC",284238,STATE,,,,,3/28/2017,
QUEST WEALTH MANAGEMENT INCORPORATED,173668,STATE,,,,,11/7/2014,
MILOPARK ASSET MANAGEMENT LLC,289198,STATE,,,,,3/19/2019,
"TEEC ANGEL FUND III, LLC",174902,STATE,,,,,3/29/2023,
"FB ADVISORY SERVICES, LLC",144203,STATE,,,,,1/17/2022,
"GL ALTERNATIVE INVESTMENTS, LLC",298889,STATE,,,,,1/10/2020,
"LATTICEWORK INVESTMENTS, LLC",316290,STATE,,,,,3/31/2023,
"BLACK HILLS CAPITAL, LLC",148719,STATE,,,,,3/27/2025,
"FULLER ASSET MANAGEMENT, LLC",134446,STATE,,,,,3/27/2025,
"MARIVA GLOBAL ASSET MANAGEMENT, LLC",285674,STATE,,,,,3/27/2025,
STEPHEN H. PECK EMPLOYEE BENEFITS SOLUTIONS,170492,STATE,,,,,10/31/2019,
"ABOVEBOARD WEALTH MANAGEMENT, LLC",298303,STATE,,,,,1/27/2023,
STRIKE BRIDGE ADVISORS,293822,STATE,,,,,3/20/2019,
"BEAL CONSULTING, INC.",133313,STATE,,,,,9/10/2018,
"KAWASAKI FINANCIAL, LLC",173848,STATE,,,,,1/19/2022,
"SOUND FINANCIAL MANAGEMENT, LLC",132088,STATE,,,,,4/26/2025,
NORTHERN MONARCH CAPITAL LLC,332937,STATE,,,,,4/26/2025,
SILICON VENTURES LLC,308120,STATE,,,,,3/7/2024,
AMERICA FIRST FINANCIAL,332297,STATE,,,,,4/25/2025,
"SATURN EQUITIES, LLC",327877,STATE,,,,,2/6/2024,
BLAKE|COOPER FINANCIAL STRATEGIES,269896,STATE,,,,,3/13/2025,
BTG CAPITAL,286476,STATE,,,,,3/4/2020,
TRUVIZE FINANCIAL PLANNING,331821,STATE,,,,,4/25/2025,
"C.T. KARES ADVISORY GROUP, INC.",117829,STATE,,,,,3/13/2025,
"STRAIGHT LINE INVESTMENT GROUP, LLC",167598,STATE,,,,,3/13/2025,
WEALTHGUARD LLC,125923,STATE,,,,,3/13/2025,
"TMG WEALTH ADVISORS, INC.",155180,STATE,,,,,9/23/2024,
WESLING FINANCIAL PLANNING SERVICES CORP.,141424,STATE,,,,,3/13/2025,
INTRINSIC ASSET LLC,174547,STATE,,,,,3/13/2025,
"INTEGRATED WEALTH SERVICES, INC",128393,STATE,,,,,4/28/2025,
CM CAPITAL PARTNERS,291720,STATE,,,,,4/28/2025,
"TOBI, INC.",333194,STATE,,,,,2/6/2025,
"VINEYARD WEALTH GROUP, LLC",330619,STATE,,,,,3/28/2025,
"FLEISHEL FINANCIAL ASSOCIATES, INC.",117768,STATE,,,,,3/17/2025,
"THE PLAYERS IMPACT VENTURES SS, LLC",332329,STATE,,,,,3/17/2025,
GREEN TREE LLC,333176,STATE,,,,,9/23/2024,
"CEREUS FINANCIAL ADVISORS, LLC",279033,STATE,,,,,2/7/2025,
TEXAS REAL ESTATE FUND MANAGERS LLC,304039,STATE,,,,,3/28/2024,
"ATARAXIA ADVISORY SERVICES, LLC",174214,STATE,,,,,4/28/2025,
STEVEN ROBERT JAKOWCHIK,136550,STATE,,,,,3/17/2025,
MONEY ILLUSTRATED ADVISORY SERVICES,331596,STATE,,,,,3/17/2025,
STOCK PLAN ADVISORY GROUP LLC,314680,STATE,,,,,4/28/2025,
BOUNTY MANAGEMENT CORP,105732,STATE,,,,,3/17/2025,
OMEGA WEALTH PRIVATE CAPITAL LLC,318012,STATE,,,,,4/28/2025,
"KMR FINANCIAL ADVISORY, INC.",286058,STATE,,,,,2/7/2025,
"ADVANCE WAVE PARTNERS, LLC",281452,STATE,,,,,9/14/2015,
"SENTRY FINANCIAL PLANNING, LLC",146687,STATE,,,,,2/7/2025,
"BRIDGFORD WEALTH ADVISORY, LLC",290871,STATE,,,,,2/27/2025,
PHILIPP CAPITAL ADVISORS,332817,STATE,,,,,2/27/2025,
"FUERST, KARL W",125705,STATE,,,,,2/27/2025,
"HILLBERG CAPITAL MANAGEMENT, LLC",130291,STATE,,,,,2/27/2025,
"S CONWAY CONSULTING, LLC",305970,STATE,,,,,2/27/2025,
REINHART ASSET MANAGEMENT LLC,133632,STATE,,,,,2/27/2025,
CALEB LAWRENCE REGISTERED INVESTMENT ADVISER INC.,108368,STATE,,,,,2/27/2025,
BROCKELSBY INVESTMENT SERVICES,171595,STATE,,,,,2/27/2025,
"MERRIWETHER INVESTMENTS, INC.",310908,STATE,,,,,3/28/2025,
HAMILTON ADVISORS INC,105342,STATE,,,,,3/28/2025,
"LIVINGSTON FINANCIAL PLANNING, INC.",128246,STATE,,,,,2/27/2025,
"THE SHEPLER FINANCIAL GROUP, LLC",170818,STATE,,,,,2/27/2025,
SRC WEALTH ADVISORS LLC,269870,STATE,,,,,3/28/2025,
"JFK ADVISORY SERVICES, LLC",160026,STATE,,,,,12/5/2019,
BRIDGEWISE WEALTH MANAGEMENT,332837,STATE,,,,,2/27/2025,
ENCODED VENTURES,331657,STATE,,,,,5/14/2024,
DAWNBOX,333319,STATE,,,,,3/28/2025,
"SYNERGY CAPITAL ADVISORS, LLC",140982,STATE,,,,,10/3/2024,
"CPA GROUP INVESTMENT MANAGEMENT, LLC",114383,STATE,,,,,2/27/2025,
TRUSTMERIT CAPITAL,316575,STATE,,,,,3/28/2025,
"INTERBLOCK CAPITAL MANAGEMENT, LLC",300432,STATE,,,,,2/6/2024,
STRETFORD END,313250,STATE,,,,,3/7/2025,
"SHARE AND HARRIS, L.L.C.",122770,STATE,,,,,12/9/2010,
"NIRVANA ANALYTICS, LLC",148341,STATE,,,,,3/7/2025,
"MACRO TREND, LLC",164417,STATE,,,,,3/7/2025,
"FREEFLOW VENTURES, LLC",308194,STATE,,,,,3/7/2025,
KARSTENS WEALTH,321646,STATE,,,,,7/11/2022,
"CROSBY ADVISORY GROUP, LLC",282673,STATE,,,,,3/6/2025,
RISE TOGETHER CAPITAL MANAGEMENT LLC,333977,STATE,,,,,3/6/2025,
CLEARVIEW PORTFOLIO CONSULTING LLC,304473,STATE,,,,,3/6/2025,
BTT PARTNERS LLC,330281,STATE,,,,,4/19/2024,
PLATFORM STUDIO INC,317639,STATE,,,,,3/6/2025,
